wl,n
2.165,0.00176
2.166,0.00178
2.167,0.00179
2.168,0.00180
2.169,0.00181
2.170,0.00182
2.171,0.00184
2.172,0.00185
2.173,0.00186
2.174,0.00187
2.175,0.00188
2.176,0.00189
2.177,0.00191
2.178,0.00192
2.179,0.00193
2.180,0.00194
2.181,0.00195
2.182,0.00196
2.183,0.00197
2.184,0.00198
2.185,0.00199
2.186,0.00201
2.187,0.00202
2.188,0.00203
2.189,0.00204
2.190,0.00205
2.191,0.00206
2.192,0.00207
2.193,0.00208
2.194,0.00209
2.195,0.00210
2.196,0.00211
2.197,0.00212
2.198,0.00213
2.199,0.00214
2.200,0.00214
2.201,0.00215
2.202,0.00216
2.203,0.00217
2.204,0.00218
2.205,0.00219
2.206,0.00220
2.207,0.00221
2.208,0.00222
2.209,0.00222
2.210,0.00223
2.211,0.00224
2.212,0.00225
2.213,0.00226
2.214,0.00226
2.215,0.00227
2.216,0.00228
2.217,0.00229
2.218,0.00229
2.219,0.00230
2.220,0.00231
2.221,0.00231
2.222,0.00232
2.223,0.00233
2.224,0.00233
2.225,0.00234
2.226,0.00235
2.227,0.00235
2.228,0.00236
2.229,0.00237
2.230,0.00237
2.231,0.00238
2.232,0.00238
2.233,0.00239
2.234,0.00239
2.235,0.00240
2.236,0.00240
2.237,0.00241
2.238,0.00241
2.239,0.00242
2.240,0.00242
2.241,0.00243
2.242,0.00243
2.243,0.00243
2.244,0.00244
2.245,0.00244
2.246,0.00245
2.247,0.00245
2.248,0.00245
2.249,0.00246
2.250,0.00246
2.251,0.00246
2.252,0.00246
2.253,0.00247
2.254,0.00247
2.255,0.00247
2.256,0.00247
2.257,0.00248
2.258,0.00248
2.259,0.00248
2.260,0.00248
2.261,0.00248
2.262,0.00248
2.263,0.00249
2.264,0.00249
2.265,0.00249
2.266,0.00249
2.267,0.00249
2.268,0.00249
2.269,0.00249
2.270,0.00249
2.271,0.00249
2.272,0.00249
2.273,0.00249
2.274,0.00249
2.275,0.00249
2.276,0.00248
2.277,0.00248
2.278,0.00248
2.279,0.00248
2.280,0.00248
2.281,0.00248
2.282,0.00248
2.283,0.00247
2.284,0.00247
2.285,0.00247
2.286,0.00247
2.287,0.00246
2.288,0.00246
2.289,0.00246
2.290,0.00245
2.291,0.00245
2.292,0.00245
2.293,0.00244
2.294,0.00244
2.295,0.00244
2.296,0.00243
2.297,0.00243
2.298,0.00242
2.299,0.00242
2.300,0.00241
2.301,0.00241
2.302,0.00240
2.303,0.00240
2.304,0.00239
2.305,0.00238
2.306,0.00238
2.307,0.00237
2.308,0.00237
2.309,0.00236
2.310,0.00235
2.311,0.00235
2.312,0.00234
2.313,0.00233
2.314,0.00232
2.315,0.00232
2.316,0.00231
2.317,0.00230
2.318,0.00229
2.319,0.00228
2.320,0.00228
2.321,0.00227
2.322,0.00226
2.323,0.00225
2.324,0.00224
2.325,0.00223
2.326,0.00222
2.327,0.00221
2.328,0.00220
2.329,0.00219
2.330,0.00218
2.331,0.00217
2.332,0.00216
2.333,0.00215
2.334,0.00214
2.335,0.00213
2.336,0.00211
2.337,0.00210
2.338,0.00209
2.339,0.00208
2.340,0.00207
2.341,0.00205
2.342,0.00204
2.343,0.00203
2.344,0.00202
2.345,0.00200
2.346,0.00199
2.347,0.00198
2.348,0.00196
2.349,0.00195
2.350,0.00193
2.351,0.00192
2.352,0.00190
2.353,0.00189
2.354,0.00188
2.355,0.00186
2.356,0.00184
2.357,0.00183
2.358,0.00181
2.359,0.00180
2.360,0.00178
2.361,0.00176
2.362,0.00175
2.363,0.00173
2.364,0.00172
2.365,0.00170
2.366,0.00168
2.367,0.00166
2.368,0.00165
2.369,0.00163
2.370,0.00161
2.371,0.00159
2.372,0.00157
2.373,0.00155
2.374,0.00154
2.375,0.00152
2.376,0.00150
2.377,0.00148
2.378,0.00146
2.379,0.00144
2.380,0.00142
2.381,0.00140
2.382,0.00138
2.383,0.00136
2.384,0.00134
2.385,0.00131
2.386,0.00129
2.387,0.00127
2.388,0.00125
2.389,0.00123
2.390,0.00121
2.391,0.00118
2.392,0.00116
2.393,0.00114
2.394,0.00112
2.395,0.00109
2.396,0.00107
2.397,0.00105
2.398,0.00102
2.399,9.98E-04
2.400,9.74E-04
2.401,9.49E-04
2.402,9.25E-04
2.403,9.00E-04
2.404,8.75E-04
2.405,8.50E-04
2.406,8.24E-04
2.407,7.99E-04
2.408,7.73E-04
2.409,7.47E-04
2.410,7.21E-04
2.411,6.95E-04
2.412,6.69E-04
2.413,6.44E-04
2.414,6.19E-04
2.415,5.95E-04
2.416,5.72E-04
2.417,5.51E-04
2.418,5.31E-04
2.419,5.13E-04
2.420,4.97E-04
2.421,4.83E-04
2.422,4.70E-04
2.423,4.59E-04
2.424,4.50E-04
2.425,4.41E-04
2.426,4.34E-04
2.427,4.26E-04
2.428,4.20E-04
2.429,4.13E-04
2.430,4.07E-04
2.431,4.00E-04
2.432,3.94E-04
2.433,3.87E-04
2.434,3.81E-04
2.435,3.74E-04
2.436,3.68E-04
2.437,3.63E-04
2.438,3.57E-04
2.439,3.53E-04
2.440,3.48E-04
2.441,3.45E-04
2.442,3.41E-04
2.443,3.38E-04
2.444,3.35E-04
2.445,3.32E-04
2.446,3.30E-04
2.447,3.27E-04
2.448,3.25E-04
2.449,3.22E-04
2.450,3.19E-04
2.451,3.16E-04
2.452,3.12E-04
2.453,3.09E-04
2.454,3.05E-04
2.455,3.00E-04
2.456,2.96E-04
2.457,2.91E-04
2.458,2.86E-04
2.459,2.81E-04
2.460,2.75E-04
2.461,2.70E-04
2.462,2.64E-04
2.463,2.58E-04
2.464,2.52E-04
2.465,2.47E-04
2.466,2.41E-04
2.467,2.36E-04
2.468,2.32E-04
2.469,2.28E-04
2.470,2.24E-04
2.471,2.22E-04
2.472,2.19E-04
2.473,2.17E-04
2.474,2.15E-04
2.475,2.13E-04
2.476,2.12E-04
2.477,2.10E-04
2.478,2.08E-04
2.479,2.06E-04
2.480,2.03E-04
2.481,2.00E-04
2.482,1.97E-04
2.483,1.94E-04
2.484,1.91E-04
2.485,1.87E-04
2.486,1.84E-04
2.487,1.80E-04
2.488,1.77E-04
2.489,1.74E-04
2.490,1.72E-04
2.491,1.70E-04
2.492,1.68E-04
2.493,1.66E-04
2.494,1.65E-04
2.495,1.64E-04
2.496,1.63E-04
2.497,1.63E-04
2.498,1.62E-04
2.499,1.62E-04
2.500,1.62E-04
